"Algo","generacion","tipo","numero","genero","nacionalidad","promedio","actividad","materias","altura","peso","IMC","costo_materia","colegiatura","status","carga_academica","beca","descuento","colegiatura_real"
"1954",2021,"P",11954,"M","MEX",83.2,"Ninguna",6,160.2,86.5,33.7,100,600,"Regular","Carga regular","0%",1,600
"1955",2021,"U",11955,"F","EXT",82.6,"Deportiva",6,164.1,75.8,28.15,150,900,"Regular","Carga regular","0%",1,900
"1956",2021,"U",11956,"F","EXT",75.8,"Ninguna",6,157.2,75.5,30.55,150,900,"Regular","Carga regular","0%",1,900
"1957",2021,"P",11957,"M","EXT",88.2,"Ninguna",6,160.5,79.5,30.86,100,600,"Regular","Carga regular","0%",1,600
"1958",2021,"U",11958,"O","MEX",86.1,"Ninguna",6,157.3,78.4,31.69,150,900,"Regular","Carga regular","0%",1,900
"1959",2021,"P",11959,"M","MEX",81.4,"Ninguna",6,157.5,72,29.02,100,600,"Regular","Carga regular","0%",1,600
"1960",2021,"U",11960,"F","MEX",83.9,"Deportiva",6,163.3,79.5,29.81,150,900,"Regular","Carga regular","0%",1,900
"1961",2021,"U",11961,"F","EXT",83.8,"Cultura",6,159.7,81.3,31.88,150,900,"Regular","Carga regular","0%",1,900
"1962",2021,"U",11962,"O","MEX",84.8,"Cultura",6,162.2,75.4,28.66,150,900,"Regular","Carga regular","0%",1,900
"1963",2021,"U",11963,"O","MEX",79.2,"Deportiva",7,160.5,74.3,28.84,150,1050,"Regular","Sobrecarga","0%",1,1050
"1964",2021,"U",11964,"O","EXT",83.4,"Ninguna",7,162.5,79.4,30.07,150,1050,"Regular","Sobrecarga","0%",1,1050
"1965",2021,"P",11965,"F","MEX",83.6,"Cultura",6,159.7,85.1,33.37,100,600,"Regular","Carga regular","0%",1,600
"1966",2021,"U",11966,"F","EXT",79,"Ninguna",6,157.2,88.9,35.97,150,900,"Regular","Carga regular","0%",1,900
"1967",2021,"P",11967,"F","MEX",79.9,"Deportiva",6,159.9,72.6,28.39,100,600,"Regular","Carga regular","0%",1,600
"1968",2021,"P",11968,"F","MEX",73.5,"Cultura",7,157.9,80.5,32.29,100,700,"Regular","Sobrecarga","0%",1,700
"1969",2021,"U",11969,"F","MEX",77.8,"Cultura",6,159.1,74.7,29.51,150,900,"Regular","Carga regular","0%",1,900
"1970",2021,"P",11970,"O","EXT",82.8,"Ninguna",6,159.2,79.5,31.37,100,600,"Regular","Carga regular","0%",1,600
"1971",2021,"U",11971,"M","MEX",81.9,"Ninguna",6,159.5,84.7,33.29,150,900,"Regular","Carga regular","0%",1,900
"1972",2021,"U",11972,"F","EXT",85.5,"Ninguna",6,158.7,78.7,31.25,150,900,"Regular","Carga regular","0%",1,900
"1973",2021,"U",11973,"O","MEX",74.5,"Deportiva",6,158.6,76.6,30.45,150,900,"Regular","Carga regular","0%",1,900
"1974",2021,"P",11974,"F","MEX",73.9,"Cultura",6,159.7,78,30.58,100,600,"Regular","Carga regular","0%",1,600
"1975",2021,"U",11975,"F","MEX",78.5,"Ninguna",6,159.8,87.8,34.38,150,900,"Regular","Carga regular","0%",1,900
"1976",2021,"U",11976,"F","MEX",73,"Cultura",6,161.3,79.4,30.52,150,900,"Regular","Carga regular","0%",1,900
"1977",2021,"U",11977,"F","MEX",70.5,"Ninguna",6,158.6,89.1,35.42,150,900,"Regular","Carga regular","0%",1,900
"1978",2021,"P",11978,"M","MEX",88.5,"Cultura",6,162.9,74.8,28.19,100,600,"Regular","Carga regular","50%",0.5,300
"1979",2021,"P",11979,"M","MEX",88.6,"Deportiva",6,159.4,86.7,34.12,100,600,"Regular","Carga regular","40%",0.6,360
"1980",2021,"P",11980,"O","EXT",79.8,"Ninguna",6,157.4,78.6,31.73,100,600,"Regular","Carga regular","0%",1,600
"1981",2021,"U",11981,"F","EXT",79.8,"Cultura",6,162.7,76.5,28.9,150,900,"Regular","Carga regular","0%",1,900
"1982",2021,"U",11982,"F","MEX",92.3,"Ninguna",6,158.5,81.4,32.4,150,900,"Regular","Carga regular","0%",1,900
"1983",2021,"U",11983,"M","MEX",68.7,"Ninguna",6,156.1,82.3,33.77,150,900,"Bajo rendimiento","Carga regular","0%",1,900
"1984",2021,"P",11984,"F","MEX",85.7,"Deportiva",6,159,83.5,33.03,100,600,"Regular","Carga regular","40%",0.6,360
"1985",2021,"P",11985,"M","EXT",83.3,"Ninguna",6,160.4,77.5,30.12,100,600,"Regular","Carga regular","0%",1,600
"1986",2021,"P",11986,"M","EXT",76.6,"Cultura",6,160.7,68.7,26.6,100,600,"Regular","Carga regular","0%",1,600
"1987",2021,"P",11987,"M","EXT",77.7,"Ninguna",6,162.7,82.5,31.17,100,600,"Regular","Carga regular","0%",1,600
"1988",2021,"P",11988,"O","MEX",76.7,"Deportiva",6,162,77.9,29.68,100,600,"Regular","Carga regular","0%",1,600
"1989",2021,"U",11989,"M","EXT",74.4,"Deportiva",6,156.4,75.4,30.82,150,900,"Regular","Carga regular","0%",1,900
"1990",2021,"U",11990,"M","MEX",83.1,"Ninguna",6,162.3,79.4,30.14,150,900,"Regular","Carga regular","0%",1,900
"1991",2021,"P",11991,"F","EXT",78.5,"Cultura",5,158.2,74.5,29.77,100,500,"Regular","Menor carga","0%",1,500
"1992",2021,"P",11992,"M","MEX",83.7,"Cultura",6,156.4,83.9,34.3,100,600,"Regular","Carga regular","0%",1,600
"1993",2021,"P",11993,"F","MEX",76,"Ninguna",6,162.5,88.3,33.44,100,600,"Regular","Carga regular","0%",1,600
"1994",2021,"U",11994,"M","MEX",81.6,"Cultura",6,161.7,74.3,28.42,150,900,"Regular","Carga regular","0%",1,900
"1995",2021,"U",11995,"M","EXT",77,"Ninguna",6,157.4,82.7,33.38,150,900,"Regular","Carga regular","0%",1,900
"1996",2021,"U",11996,"M","MEX",84.9,"Ninguna",6,159.9,79.4,31.05,150,900,"Regular","Carga regular","0%",1,900
"1997",2021,"P",11997,"M","EXT",81.9,"Ninguna",6,162.3,80.9,30.71,100,600,"Regular","Carga regular","0%",1,600
"1998",2021,"U",11998,"F","MEX",78.4,"Ninguna",6,164.5,76.8,28.38,150,900,"Regular","Carga regular","0%",1,900
"1999",2021,"P",11999,"O","MEX",74.1,"Cultura",6,160.7,85.9,33.26,100,600,"Regular","Carga regular","0%",1,600
"2000",2021,"U",12000,"M","MEX",91.4,"Ninguna",5,159.3,80.7,31.8,150,750,"Regular","Menor carga","0%",1,750
"2001",2021,"P",12001,"O","MEX",77.1,"Deportiva",6,160.2,85.2,33.2,100,600,"Regular","Carga regular","0%",1,600
"2002",2021,"U",12002,"F","MEX",73.6,"Cultura",6,160.9,76.2,29.43,150,900,"Regular","Carga regular","0%",1,900
"2003",2021,"P",12003,"O","MEX",78,"Ninguna",6,162.4,82.6,31.32,100,600,"Regular","Carga regular","0%",1,600
"2004",2021,"U",12004,"F","MEX",81.7,"Ninguna",6,158.4,81.3,32.4,150,900,"Regular","Carga regular","0%",1,900
"2005",2021,"P",12005,"F","MEX",84.5,"Ninguna",6,161.7,81.9,31.32,100,600,"Regular","Carga regular","0%",1,600
"2006",2021,"P",12006,"O","MEX",71.9,"Deportiva",6,160.3,84.3,32.81,100,600,"Regular","Carga regular","0%",1,600
"2007",2021,"P",12007,"F","MEX",79.1,"Cultura",7,158.6,75.9,30.17,100,700,"Regular","Sobrecarga","0%",1,700
"2008",2021,"P",12008,"M","MEX",77,"Cultura",6,160.5,77.5,30.09,100,600,"Regular","Carga regular","0%",1,600
"2009",2021,"U",12009,"F","MEX",75.7,"Deportiva",6,156,77.4,31.8,150,900,"Regular","Carga regular","0%",1,900
"2010",2021,"P",12010,"M","MEX",73,"Ninguna",7,159.2,81.8,32.28,100,700,"Regular","Sobrecarga","0%",1,700
"2011",2021,"P",12011,"F","MEX",71.4,"Deportiva",6,158.6,77.9,30.97,100,600,"Regular","Carga regular","0%",1,600
"2012",2021,"U",12012,"O","MEX",84.6,"Ninguna",6,157,79,32.05,150,900,"Regular","Carga regular","0%",1,900
"2013",2021,"P",12013,"M","MEX",80.7,"Deportiva",6,164.1,80.1,29.75,100,600,"Regular","Carga regular","0%",1,600
"2014",2021,"P",12014,"M","MEX",79,"Ninguna",6,159.2,82.6,32.59,100,600,"Regular","Carga regular","0%",1,600
"2015",2021,"U",12015,"M","MEX",75.2,"Deportiva",6,156.8,68.5,27.86,150,900,"Regular","Carga regular","0%",1,900
"2016",2021,"U",12016,"F","MEX",86,"Cultura",5,161.8,63.9,24.41,150,750,"Regular","Menor carga","50%",0.5,375
"2017",2021,"P",12017,"F","MEX",87.4,"Deportiva",6,161.4,79,30.33,100,600,"Regular","Carga regular","40%",0.6,360
"2018",2021,"U",12018,"F","EXT",85,"Ninguna",6,160.6,81.5,31.6,150,900,"Regular","Carga regular","0%",1,900
"2019",2021,"U",12019,"M","EXT",83.1,"Cultura",5,154.2,85.8,36.08,150,750,"Regular","Menor carga","0%",1,750
"2020",2021,"U",12020,"F","EXT",84.4,"Cultura",6,162.3,81.3,30.86,150,900,"Regular","Carga regular","0%",1,900
"2021",2021,"P",12021,"F","MEX",83.3,"Deportiva",6,166.1,83,30.08,100,600,"Regular","Carga regular","0%",1,600
"2022",2021,"P",12022,"F","MEX",77.8,"Cultura",5,160,80.8,31.56,100,500,"Regular","Menor carga","0%",1,500
"2023",2021,"P",12023,"M","MEX",82,"Cultura",6,160.9,81.2,31.36,100,600,"Regular","Carga regular","0%",1,600
"2024",2021,"U",12024,"F","MEX",88,"Cultura",6,159.3,73.6,29,150,900,"Regular","Carga regular","50%",0.5,450
"2025",2021,"U",12025,"F","MEX",87.1,"Cultura",6,159.8,76.1,29.8,150,900,"Regular","Carga regular","50%",0.5,450
"2026",2021,"U",12026,"F","MEX",82,"Deportiva",6,162.6,81,30.64,150,900,"Regular","Carga regular","0%",1,900
"2027",2021,"P",12027,"O","MEX",77.1,"Ninguna",6,161.6,76.1,29.14,100,600,"Regular","Carga regular","0%",1,600
"2028",2021,"P",12028,"M","MEX",77.4,"Ninguna",6,159.9,87.4,34.18,100,600,"Regular","Carga regular","0%",1,600
"2029",2021,"U",12029,"F","EXT",83,"Cultura",6,162.3,76.2,28.93,150,900,"Regular","Carga regular","0%",1,900
"2030",2021,"U",12030,"O","MEX",74,"Deportiva",6,160,81.7,31.91,150,900,"Regular","Carga regular","0%",1,900
"2031",2021,"U",12031,"F","EXT",71,"Ninguna",6,157.2,81.7,33.06,150,900,"Regular","Carga regular","0%",1,900
"2032",2021,"P",12032,"F","MEX",74,"Cultura",6,156.6,76.1,31.03,100,600,"Regular","Carga regular","0%",1,600
"2033",2021,"U",12033,"F","EXT",84.5,"Deportiva",6,157.5,83.8,33.78,150,900,"Regular","Carga regular","0%",1,900
"2034",2021,"U",12034,"F","MEX",85.2,"Ninguna",6,160.9,82.8,31.98,150,900,"Regular","Carga regular","0%",1,900
"2035",2021,"U",12035,"O","EXT",78.8,"Ninguna",6,161.1,79.1,30.48,150,900,"Regular","Carga regular","0%",1,900
"2036",2021,"P",12036,"M","EXT",76.2,"Ninguna",6,160.4,76.1,29.58,100,600,"Regular","Carga regular","0%",1,600
"2037",2021,"P",12037,"O","MEX",83.5,"Deportiva",5,156.4,83.5,34.14,100,500,"Regular","Menor carga","0%",1,500
"2038",2021,"P",12038,"M","MEX",79.9,"Ninguna",6,156.5,87,35.52,100,600,"Regular","Carga regular","0%",1,600
"2039",2021,"P",12039,"O","MEX",84.5,"Cultura",6,159.6,79.4,31.17,100,600,"Regular","Carga regular","0%",1,600
"2040",2021,"U",12040,"M","MEX",78.1,"Deportiva",5,161.3,82.1,31.56,150,750,"Regular","Menor carga","0%",1,750
"2041",2021,"P",12041,"M","MEX",66.9,"Deportiva",7,166,80.5,29.21,100,700,"Bajo rendimiento","Sobrecarga","0%",1,700
"2042",2021,"P",12042,"M","MEX",76.8,"Ninguna",6,165.3,76.3,27.92,100,600,"Regular","Carga regular","0%",1,600
"2043",2021,"U",12043,"F","EXT",74.3,"Ninguna",6,157.2,76.6,31,150,900,"Regular","Carga regular","0%",1,900
"2044",2021,"U",12044,"M","EXT",77.2,"Ninguna",7,160.6,80.2,31.09,150,1050,"Regular","Sobrecarga","0%",1,1050
"2045",2021,"U",12045,"M","MEX",77.2,"Ninguna",6,158.8,84.8,33.63,150,900,"Regular","Carga regular","0%",1,900
"2046",2021,"U",12046,"F","EXT",89.3,"Deportiva",6,161.4,81.2,31.17,150,900,"Regular","Carga regular","40%",0.6,540
"2047",2021,"P",12047,"F","MEX",88,"Ninguna",6,159.7,83.7,32.82,100,600,"Regular","Carga regular","0%",1,600
"2048",2021,"U",12048,"F","MEX",75.7,"Cultura",7,161.6,80.1,30.67,150,1050,"Regular","Sobrecarga","0%",1,1050
"2049",2021,"U",12049,"M","EXT",72.7,"Deportiva",6,160.3,87.1,33.9,150,900,"Regular","Carga regular","0%",1,900
"2050",2021,"U",12050,"M","MEX",81,"Ninguna",6,159.8,79.9,31.29,150,900,"Regular","Carga regular","0%",1,900
"2051",2021,"U",12051,"F","MEX",81.4,"Ninguna",6,159.1,85.8,33.9,150,900,"Regular","Carga regular","0%",1,900
"2052",2021,"U",12052,"M","EXT",76.9,"Ninguna",6,163,77.5,29.17,150,900,"Regular","Carga regular","0%",1,900
"2053",2021,"U",12053,"M","MEX",83.6,"Cultura",6,156.7,85.4,34.78,150,900,"Regular","Carga regular","0%",1,900
"2054",2021,"U",12054,"F","MEX",82.3,"Cultura",6,163,79.5,29.92,150,900,"Regular","Carga regular","0%",1,900
"2055",2021,"P",12055,"O","MEX",69.5,"Cultura",6,160.9,76.8,29.67,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"2056",2021,"U",12056,"O","MEX",83,"Ninguna",6,159.4,72.8,28.65,150,900,"Regular","Carga regular","0%",1,900
"2057",2021,"U",12057,"F","MEX",72.8,"Ninguna",7,160.6,84.7,32.84,150,1050,"Regular","Sobrecarga","0%",1,1050
"2058",2021,"P",12058,"M","MEX",76.7,"Cultura",6,161.1,79.1,30.48,100,600,"Regular","Carga regular","0%",1,600
"2059",2021,"U",12059,"M","MEX",86,"Deportiva",6,161.7,91.2,34.88,150,900,"Regular","Carga regular","40%",0.6,540
"2060",2021,"U",12060,"O","MEX",79.9,"Cultura",6,159.6,74.8,29.37,150,900,"Regular","Carga regular","0%",1,900
"2061",2021,"U",12061,"M","EXT",79.1,"Ninguna",5,157.5,80.9,32.61,150,750,"Regular","Menor carga","0%",1,750
"2062",2021,"U",12062,"M","EXT",84.4,"Cultura",7,161.1,86.9,33.48,150,1050,"Regular","Sobrecarga","0%",1,1050
"2063",2021,"U",12063,"M","EXT",77.4,"Ninguna",6,162,89.8,34.22,150,900,"Regular","Carga regular","0%",1,900
"2064",2021,"P",12064,"F","MEX",82.3,"Ninguna",6,155.3,88.9,36.86,100,600,"Regular","Carga regular","0%",1,600
"2065",2021,"P",12065,"M","EXT",91.1,"Cultura",6,157.9,76.9,30.84,100,600,"Regular","Carga regular","50%",0.5,300
"2066",2021,"P",12066,"M","MEX",78.3,"Cultura",6,162.4,83.5,31.66,100,600,"Regular","Carga regular","0%",1,600
"2067",2021,"U",12067,"F","MEX",74.1,"Ninguna",6,163.2,85.2,31.99,150,900,"Regular","Carga regular","0%",1,900
"2068",2021,"P",12068,"O","EXT",79.3,"Deportiva",6,159.7,80.3,31.49,100,600,"Regular","Carga regular","0%",1,600
"2069",2021,"U",12069,"M","MEX",78.3,"Ninguna",6,163.1,77.1,28.98,150,900,"Regular","Carga regular","0%",1,900
"2070",2021,"P",12070,"F","EXT",82.5,"Cultura",6,157.8,76.5,30.72,100,600,"Regular","Carga regular","0%",1,600
"2071",2021,"U",12071,"F","MEX",82.3,"Ninguna",6,161.2,70.8,27.25,150,900,"Regular","Carga regular","0%",1,900
"2072",2021,"U",12072,"F","EXT",79.9,"Cultura",6,160.5,73.7,28.61,150,900,"Regular","Carga regular","0%",1,900
"2073",2021,"U",12073,"F","MEX",81.3,"Cultura",5,158.5,70.1,27.9,150,750,"Regular","Menor carga","0%",1,750
"2074",2021,"U",12074,"F","EXT",81.8,"Deportiva",6,158.1,75.6,30.25,150,900,"Regular","Carga regular","0%",1,900
"2075",2021,"U",12075,"O","MEX",76.3,"Cultura",6,155.5,79.1,32.71,150,900,"Regular","Carga regular","0%",1,900
"2076",2021,"P",12076,"F","MEX",77.1,"Ninguna",6,161.2,75.1,28.9,100,600,"Regular","Carga regular","0%",1,600
"2077",2021,"P",12077,"M","EXT",74.1,"Cultura",6,158.8,80.5,31.92,100,600,"Regular","Carga regular","0%",1,600
"2078",2021,"U",12078,"F","EXT",82,"Ninguna",7,161.4,82.5,31.67,150,1050,"Regular","Sobrecarga","0%",1,1050
"2079",2021,"U",12079,"O","MEX",76.6,"Ninguna",6,163.3,73.9,27.71,150,900,"Regular","Carga regular","0%",1,900
"2080",2021,"U",12080,"F","MEX",78.4,"Deportiva",6,164,81.4,30.26,150,900,"Regular","Carga regular","0%",1,900
"2081",2021,"U",12081,"F","MEX",77.6,"Ninguna",6,158.5,86.3,34.35,150,900,"Regular","Carga regular","0%",1,900
"2082",2021,"P",12082,"O","MEX",79.1,"Ninguna",5,158.7,79.8,31.68,100,500,"Regular","Menor carga","0%",1,500
"2083",2021,"P",12083,"O","MEX",80.3,"Cultura",6,162.9,75.1,28.3,100,600,"Regular","Carga regular","0%",1,600
"2084",2021,"U",12084,"M","MEX",76.2,"Cultura",6,161.4,88,33.78,150,900,"Regular","Carga regular","0%",1,900
"2085",2021,"U",12085,"M","EXT",78,"Ninguna",6,164.4,78.1,28.9,150,900,"Regular","Carga regular","0%",1,900
"2086",2021,"P",12086,"O","MEX",86.4,"Ninguna",6,162.2,75.6,28.74,100,600,"Regular","Carga regular","0%",1,600
"2087",2021,"U",12087,"M","MEX",78.7,"Cultura",6,159.2,77.6,30.62,150,900,"Regular","Carga regular","0%",1,900
"2088",2021,"U",12088,"M","MEX",83.8,"Deportiva",6,159.5,83.2,32.7,150,900,"Regular","Carga regular","0%",1,900
"2089",2021,"U",12089,"M","MEX",75.7,"Ninguna",6,158,86.3,34.57,150,900,"Regular","Carga regular","0%",1,900
"2090",2021,"U",12090,"F","MEX",73.9,"Cultura",6,160.1,79.7,31.09,150,900,"Regular","Carga regular","0%",1,900
"2091",2021,"P",12091,"F","EXT",77.5,"Ninguna",7,157.4,75,30.27,100,700,"Regular","Sobrecarga","0%",1,700
"2092",2021,"U",12092,"M","MEX",72.5,"Ninguna",7,162.3,78.5,29.8,150,1050,"Regular","Sobrecarga","0%",1,1050
"2093",2021,"P",12093,"O","EXT",81.9,"Ninguna",6,161,72.5,27.97,100,600,"Regular","Carga regular","0%",1,600
"2094",2021,"U",12094,"O","MEX",80.8,"Ninguna",6,161.6,82.5,31.59,150,900,"Regular","Carga regular","0%",1,900
"2095",2021,"P",12095,"F","EXT",87.1,"Deportiva",7,158.9,82.5,32.67,100,700,"Regular","Sobrecarga","40%",0.6,420
"2096",2021,"P",12096,"O","MEX",79.7,"Cultura",6,163.2,90.9,34.13,100,600,"Regular","Carga regular","0%",1,600
"2097",2021,"P",12097,"O","EXT",80.5,"Ninguna",6,159,78.8,31.17,100,600,"Regular","Carga regular","0%",1,600
"2098",2021,"U",12098,"M","MEX",82.6,"Cultura",6,156.8,81.9,33.31,150,900,"Regular","Carga regular","0%",1,900
"2099",2021,"U",12099,"O","MEX",82.9,"Ninguna",6,159.9,76.6,29.96,150,900,"Regular","Carga regular","0%",1,900
"2100",2021,"U",12100,"F","EXT",83.9,"Ninguna",6,163.2,82,30.79,150,900,"Regular","Carga regular","0%",1,900
"2101",2021,"U",12101,"O","MEX",77.3,"Cultura",6,161.3,74.5,28.63,150,900,"Regular","Carga regular","0%",1,900
"2102",2021,"P",12102,"F","MEX",85,"Cultura",7,155.8,80.1,33,100,700,"Regular","Sobrecarga","50%",0.5,350
"2103",2021,"P",12103,"F","MEX",77.5,"Cultura",6,158.8,76.6,30.38,100,600,"Regular","Carga regular","0%",1,600
"2104",2021,"U",12104,"O","EXT",77.5,"Cultura",6,166.2,73,26.43,150,900,"Regular","Carga regular","0%",1,900
"2105",2021,"U",12105,"M","MEX",84.1,"Cultura",6,158.3,82.4,32.88,150,900,"Regular","Carga regular","0%",1,900
"2106",2021,"P",12106,"O","EXT",77.2,"Deportiva",6,159.2,82,32.35,100,600,"Regular","Carga regular","0%",1,600
"2107",2021,"P",12107,"O","MEX",72.7,"Deportiva",6,158,86.6,34.69,100,600,"Regular","Carga regular","0%",1,600
"2108",2021,"P",12108,"M","EXT",92.4,"Ninguna",6,158.6,81.3,32.32,100,600,"Regular","Carga regular","0%",1,600
"2109",2021,"U",12109,"F","MEX",78.8,"Ninguna",6,153,82.4,35.2,150,900,"Regular","Carga regular","0%",1,900
"2110",2021,"P",12110,"O","MEX",69.6,"Deportiva",6,161,79.6,30.71,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"2111",2021,"P",12111,"F","MEX",76.9,"Deportiva",6,161.2,88.5,34.06,100,600,"Regular","Carga regular","0%",1,600
"2112",2021,"P",12112,"M","MEX",75.3,"Ninguna",6,160.2,79.8,31.09,100,600,"Regular","Carga regular","0%",1,600
"2113",2021,"P",12113,"F","MEX",79.2,"Cultura",7,160.6,92.7,35.94,100,700,"Regular","Sobrecarga","0%",1,700
"2114",2021,"U",12114,"M","MEX",81.9,"Cultura",5,152.8,74.4,31.87,150,750,"Regular","Menor carga","0%",1,750
"2115",2021,"P",12115,"F","MEX",81.3,"Ninguna",6,158.2,81,32.36,100,600,"Regular","Carga regular","0%",1,600
"2116",2021,"U",12116,"F","EXT",90.4,"Deportiva",6,159.8,72.1,28.23,150,900,"Regular","Carga regular","40%",0.6,540
"2117",2021,"U",12117,"O","MEX",79.2,"Ninguna",7,163.2,86.6,32.51,150,1050,"Regular","Sobrecarga","0%",1,1050
"2118",2021,"U",12118,"F","MEX",64.6,"Cultura",7,157.9,82,32.89,150,1050,"Bajo rendimiento","Sobrecarga","0%",1,1050
"2119",2021,"P",12119,"F","MEX",80.7,"Deportiva",6,160,80.9,31.6,100,600,"Regular","Carga regular","0%",1,600
"2120",2021,"P",12120,"F","MEX",78.8,"Cultura",6,163.5,83.6,31.27,100,600,"Regular","Carga regular","0%",1,600
"2121",2021,"U",12121,"F","MEX",77.6,"Ninguna",6,156.8,76.8,31.24,150,900,"Regular","Carga regular","0%",1,900
"2122",2021,"P",12122,"F","MEX",81.3,"Ninguna",6,161.1,86,33.14,100,600,"Regular","Carga regular","0%",1,600
"2123",2021,"U",12123,"F","MEX",76.5,"Deportiva",7,157.9,75.6,30.32,150,1050,"Regular","Sobrecarga","0%",1,1050
"2124",2021,"P",12124,"F","MEX",78.9,"Ninguna",6,164.2,83.3,30.9,100,600,"Regular","Carga regular","0%",1,600
"2125",2021,"P",12125,"F","MEX",80.5,"Ninguna",6,161.2,85.2,32.79,100,600,"Regular","Carga regular","0%",1,600
"2126",2021,"U",12126,"F","MEX",86,"Ninguna",6,158.1,83.3,33.33,150,900,"Regular","Carga regular","0%",1,900
"2127",2021,"P",12127,"M","MEX",80.8,"Ninguna",6,159.4,85.6,33.69,100,600,"Regular","Carga regular","0%",1,600
"2128",2021,"U",12128,"O","MEX",73.3,"Ninguna",6,156.4,82.2,33.6,150,900,"Regular","Carga regular","0%",1,900
"2129",2021,"P",12129,"F","EXT",82.6,"Cultura",7,158.3,76.1,30.37,100,700,"Regular","Sobrecarga","0%",1,700
"2130",2021,"U",12130,"M","MEX",78.9,"Deportiva",6,155.9,74.6,30.69,150,900,"Regular","Carga regular","0%",1,900
"2131",2021,"P",12131,"M","MEX",82.5,"Ninguna",6,159,88.8,35.13,100,600,"Regular","Carga regular","0%",1,600
"2132",2021,"P",12132,"M","MEX",79.6,"Deportiva",6,162.3,81.1,30.79,100,600,"Regular","Carga regular","0%",1,600
"2133",2021,"P",12133,"O","EXT",81.1,"Deportiva",7,160.4,83.5,32.45,100,700,"Regular","Sobrecarga","0%",1,700
"2134",2021,"U",12134,"O","MEX",76.9,"Ninguna",6,162.8,72.5,27.35,150,900,"Regular","Carga regular","0%",1,900
"2135",2021,"U",12135,"F","MEX",78.1,"Ninguna",6,160.6,91.1,35.32,150,900,"Regular","Carga regular","0%",1,900
"2136",2021,"P",12136,"F","MEX",87.8,"Cultura",6,158.8,86.2,34.18,100,600,"Regular","Carga regular","50%",0.5,300
"2137",2021,"P",12137,"M","MEX",82.1,"Deportiva",6,159.8,87.2,34.15,100,600,"Regular","Carga regular","0%",1,600
"2138",2021,"U",12138,"F","EXT",82.4,"Deportiva",6,161,79,30.48,150,900,"Regular","Carga regular","0%",1,900
"2139",2021,"U",12139,"M","MEX",77.4,"Cultura",6,157.5,81.5,32.85,150,900,"Regular","Carga regular","0%",1,900
"2140",2021,"P",12140,"M","MEX",77.2,"Cultura",6,159.6,81.5,32,100,600,"Regular","Carga regular","0%",1,600
"2141",2021,"U",12141,"F","MEX",72.7,"Cultura",6,162.5,79.5,30.11,150,900,"Regular","Carga regular","0%",1,900
"2142",2021,"U",12142,"F","MEX",76.6,"Ninguna",5,162.7,82.2,31.05,150,750,"Regular","Menor carga","0%",1,750
"2143",2021,"U",12143,"F","MEX",80.9,"Deportiva",6,159.1,81.3,32.12,150,900,"Regular","Carga regular","0%",1,900
"2144",2021,"U",12144,"M","MEX",89.6,"Cultura",6,159.1,75.1,29.67,150,900,"Regular","Carga regular","50%",0.5,450
"2145",2021,"U",12145,"F","MEX",87.5,"Deportiva",5,163.3,76.1,28.54,150,750,"Regular","Menor carga","40%",0.6,450
"2146",2021,"U",12146,"O","EXT",75.3,"Cultura",6,159.5,83.1,32.66,150,900,"Regular","Carga regular","0%",1,900
"2147",2021,"U",12147,"F","MEX",77.9,"Ninguna",6,163,73.8,27.78,150,900,"Regular","Carga regular","0%",1,900
"2148",2021,"P",12148,"M","MEX",74.5,"Ninguna",6,159.8,85.6,33.52,100,600,"Regular","Carga regular","0%",1,600
"2149",2021,"P",12149,"F","EXT",78.9,"Deportiva",6,162.9,84,31.65,100,600,"Regular","Carga regular","0%",1,600
"2150",2021,"U",12150,"M","MEX",86.3,"Ninguna",7,159.1,72.4,28.6,150,1050,"Regular","Sobrecarga","0%",1,1050
"2151",2021,"U",12151,"M","EXT",81.4,"Deportiva",6,163.8,75.8,28.25,150,900,"Regular","Carga regular","0%",1,900
