nombre,artista,anio,duracion_seg,popularidad,energia,bailabilidad,positividad,acustica,instrumental,en_vivo,habla,volumen_db,tempo_bpm,tono_mayor,explicito
Running To Stand Still - Remastered 2007,U2,1987,257.2,44,0.185,0.319,0.224,0.873,0.0407,0.324,0.0363,-19.074,188.5,1,0
Miss Na Miss Kita,Father & Sons,1987,256.0,44,0.594,0.4,0.406,0.22,0.0,0.0909,0.0317,-7.778,144.6,1,0
Rain in the Summertime - Remastered,The Alarm,1987,314.8,43,0.924,0.531,0.615,0.000246,1.14e-05,0.389,0.0371,-7.534,108.1,1,0
I Could Never Take the Place of Your Man,Prince,1987,389.2,41,0.602,0.619,0.863,0.0741,0.0268,0.339,0.0276,-14.872,147.7,1,0
Bad (feat. Pitbull),"Michael Jackson, Pitbull, Afrojack",1987,264.7,41,0.909,0.779,0.605,0.0338,0.0388,0.605,0.0885,-4.558,128.0,0,0
Paid In Full - Seven Minutes Of Madness - The Coldcut Remix,Eric B. & Rakim,1987,429.6,41,0.698,0.812,0.291,0.00198,0.0869,0.33,0.126,-8.887,98.2,0,0
What's the Matter Here?,"10,000 Maniacs",1987,289.0,41,0.566,0.586,0.585,0.011,0.000124,0.0741,0.0398,-16.305,100.0,1,0
16th Avenue,Lacy J. Dalton,1987,189.1,40,0.329,0.538,0.599,0.737,0.0,0.233,0.0318,-12.976,144.5,1,0
驛動的心,Chiang Yu-Heng,1987,245.6,40,0.314,0.494,0.345,0.707,0.0,0.13,0.0299,-13.795,133.8,1,0
Get Rhythm,Ry Cooder,1987,195.8,38,0.653,0.678,0.843,0.289,0.000424,0.292,0.0519,-15.172,113.3,1,0
Un Verano en NY,El Gran Combo De Puerto Rico,1987,297.4,38,0.782,0.556,0.955,0.678,0.0171,0.274,0.0466,-6.354,105.9,0,0
Fish On The Sand - 2004 Mix,George Harrison,1987,204.3,38,0.742,0.665,0.826,0.253,0.00384,0.295,0.0716,-8.214,125.1,0,0
World Shut Your Mouth,Julian Cope,1987,214.2,38,0.724,0.639,0.733,0.0202,1.61e-06,0.241,0.0568,-10.143,126.2,0,0
Forever in My Life,Prince,1987,210.5,37,0.239,0.942,0.908,0.116,0.0,0.0442,0.0597,-21.163,104.3,1,0
6 'N the Mornin',Ice-T,1987,224.9,37,0.745,0.823,0.58,0.00282,0.000332,0.323,0.247,-6.637,91.9,0,1
A Mansion in Darkness,King Diamond,1987,274.2,36,0.919,0.365,0.305,0.00141,0.772,0.401,0.0697,-11.116,134.6,1,0
Give To Live,Sammy Hagar,1987,264.1,36,0.63,0.423,0.393,0.0129,5.86e-06,0.0479,0.0312,-9.778,153.9,1,0
Body Talk,The Deele,1987,336.6,35,0.448,0.908,0.847,0.0681,0.000138,0.0616,0.0847,-9.968,124.2,0,0
All Come True,"World Party, Steve Wickham",1987,351.7,35,0.769,0.648,0.87,0.126,0.0726,0.602,0.027,-6.505,132.1,0,0
Welcome to the Room... Sara - 2017 Remaster,Fleetwood Mac,1987,222.0,35,0.62,0.657,0.707,0.122,3.95e-06,0.105,0.0354,-9.782,99.4,0,0
Come To Me (Fantine's Death),"Colm Wilkinson, Randy Graff",1987,226.2,35,0.0698,0.252,0.156,0.953,0.000153,0.143,0.0398,-21.707,86.6,1,0
Good Intentions,Randy Travis,1987,219.4,34,0.336,0.7,0.335,0.362,9.81e-06,0.146,0.028,-11.584,112.9,1,0
I Saw Him Standing There,"Tiffany, George Tobin, John Kerns",1987,256.8,34,0.725,0.597,0.963,0.106,0.000766,0.13,0.0417,-12.347,160.3,1,0
Welcome To The Occupation,R.E.M.,1987,168.8,33,0.761,0.539,0.906,0.0335,0.0,0.0851,0.0362,-10.759,124.5,0,0
Bad Penny,Big Black,1987,153.4,33,0.924,0.436,0.476,6.03e-06,0.825,0.0796,0.0588,-10.581,169.3,1,1
Charlena,Los Lobos,1987,164.9,33,0.772,0.625,0.967,0.244,0.000799,0.0814,0.03,-11.266,120.7,1,0
Desert Of Our Love,U2,1987,299.0,33,0.589,0.723,0.926,0.0336,0.325,0.119,0.0338,-12.506,110.4,1,0
Why Can't I Be You? - 2006 Remaster,The Cure,1987,193.2,33,0.907,0.635,0.812,0.417,2.09e-05,0.0725,0.0383,-7.276,107.7,0,0
I'll Always Come Back,K.T. Oslin,1987,247.4,33,0.303,0.591,0.663,0.519,0.000113,0.0688,0.027,-11.472,168.0,1,0
The Ledge - 2008 Remaster,The Replacements,1987,247.5,31,0.823,0.408,0.569,0.000794,8.75e-05,0.127,0.0347,-9.046,156.4,1,0
Strange,R.E.M.,1987,153.3,31,0.748,0.565,0.848,0.000761,5.99e-05,0.0682,0.0335,-8.638,127.9,0,0
Strangers Of The Heart,Heart,1987,221.2,31,0.323,0.445,0.191,0.281,0.0,0.0836,0.0271,-13.497,90.9,1,0
Ready or Not,Lou Gramm,1987,202.9,30,0.937,0.651,0.885,0.0106,5.52e-05,0.155,0.042,-4.145,116.9,0,0
Bad Animals,Heart,1987,294.1,30,0.736,0.545,0.448,0.276,3.62e-05,0.0735,0.0315,-12.321,112.0,1,0
Women - Radio Edit,Def Leppard,1987,295.5,30,0.901,0.542,0.462,0.00432,0.0168,0.28,0.0413,-5.654,86.4,1,0
Tarpit,Dinosaur Jr.,1987,276.1,30,0.871,0.171,0.419,0.000338,0.071,0.0766,0.0745,-3.131,123.1,1,0
(You're Puttin') A Rush On Me,"Stephanie Mills, Louil Silas Jr.",1987,352.9,30,0.603,0.751,0.474,0.025,0.00836,0.0537,0.0549,-11.129,101.9,0,0
The Real Life,John Mellencamp,1987,237.5,29,0.896,0.612,0.791,0.0797,0.0,0.249,0.0415,-3.034,136.1,0,0
Gun Shy,"10,000 Maniacs",1987,250.8,28,0.391,0.765,0.74,0.183,2.8e-06,0.0644,0.0387,-16.751,126.0,1,0
Strange Fire,Indigo Girls,1987,329.3,28,0.478,0.376,0.388,0.181,2.09e-06,0.109,0.0285,-8.479,87.8,1,0
Hot Burning Flames,George Strait,1987,140.4,25,0.516,0.536,0.908,0.192,0.0,0.297,0.0396,-14.008,192.7,1,0
Coming Up - Live In Glasgow,Paul McCartney,1987,207.9,25,0.558,0.561,0.661,0.0508,7.91e-05,0.98,0.0491,-14.163,137.4,1,0
Just Ain't Enough Love,The Isley Brothers,1987,135.6,25,0.571,0.521,0.833,0.174,0.0,0.0919,0.0351,-11.305,140.8,1,0
A Happy Ending,Mark Knopfler,1987,114.9,23,0.146,0.191,0.0541,0.957,0.937,0.0978,0.0316,-12.629,85.1,0,0
The Look,Roxette,1988,237.3,69,0.838,0.634,0.541,0.0531,8.34e-06,0.0522,0.0413,-5.363,95.0,1,0
Fría Como El Viento,Luis Miguel,1988,235.1,66,0.429,0.559,0.3,0.269,0.0,0.0306,0.0289,-13.995,131.9,0,0
Teen Age Riot (Album Version),Sonic Youth,1988,417.8,63,0.907,0.286,0.746,0.000277,0.202,0.0837,0.0374,-9.67,156.4,1,0
Forever Young,Rod Stewart,1988,248.0,58,0.493,0.602,0.505,0.0934,0.00251,0.28,0.0279,-17.899,101.9,1,0
Kings of Metal,Manowar,1988,223.9,58,0.881,0.575,0.699,0.000117,2.69e-05,0.147,0.0357,-13.012,132.1,1,0
Todo un Palo,Patricio Rey y sus Redonditos de Ricota,1988,440.6,54,0.866,0.478,0.542,0.0117,0.0303,0.415,0.0348,-5.254,119.5,1,0
Mountains O' Things,Tracy Chapman,1988,279.4,53,0.384,0.849,0.75,0.391,0.0,0.17,0.075,-14.519,93.8,0,0
M.P.B.,Womack & Womack,1988,238.1,52,0.406,0.805,0.961,0.0998,0.00312,0.0851,0.0451,-14.551,99.4,0,0
Faz Parte Do Meu Show - Ao Vivo,Cazuza,1988,174.0,52,0.277,0.39,0.21,0.906,0.000922,0.1,0.0325,-13.61,144.3,1,0
El Chivo,Antonio Aguilar,1988,188.1,51,0.377,0.673,0.974,0.842,0.0,0.712,0.102,-9.913,127.1,1,0
Tú y Yo,Emmanuel,1988,231.9,50,0.384,0.525,0.475,0.528,4.77e-06,0.535,0.0313,-13.561,125.6,0,0
Microphone Fiend,Eric B. & Rakim,1988,314.6,49,0.795,0.586,0.694,0.354,0.0,0.187,0.258,-8.71,94.1,1,0
Si Te Entregas a Mí,Frankie Ruiz,1988,300.4,49,0.765,0.655,0.842,0.73,6.81e-05,0.111,0.0343,-4.962,94.3,0,0
We Want Eazy,"Eazy-E, MC Ren, Dr. Dre",1988,300.4,49,0.926,0.711,0.528,0.0243,0.0,0.385,0.208,-2.375,95.1,1,1
Why?,Tracy Chapman,1988,126.4,48,0.55,0.784,0.799,0.47,0.0,0.0926,0.0328,-11.909,109.3,0,0
Ánimas Que No Amanezca,Antonio Aguilar,1988,184.3,48,0.365,0.539,0.929,0.874,2.37e-05,0.204,0.049,-10.331,92.3,1,0
The Valley Road,"Bruce Hornsby, The Range",1988,282.3,48,0.55,0.619,0.529,0.411,0.00637,0.0835,0.0291,-9.682,126.2,1,0
If Not Now...,Tracy Chapman,1988,181.3,48,0.274,0.799,0.53,0.103,3.15e-05,0.0961,0.0371,-18.148,108.9,1,0
¿Qué Será?,Emmanuel,1988,272.9,47,0.372,0.723,0.386,0.0939,0.000418,0.155,0.0264,-11.715,103.0,1,0
Mushanga,TOTO,1988,335.1,45,0.313,0.719,0.505,0.0866,0.00249,0.0903,0.0365,-19.185,121.9,0,0
Talkin' All That Jazz,Stetsasonic,1988,288.1,44,0.817,0.83,0.622,0.00096,0.000677,0.112,0.077,-6.539,107.9,0,0
Adios y Bienvenida,Beatriz Adriana,1988,190.5,41,0.167,0.454,0.666,0.742,0.0,0.0606,0.0397,-11.63,139.5,1,0
Prove Your Love,Taylor Dayne,1988,206.2,41,0.971,0.399,0.772,0.338,1.9e-05,0.359,0.0515,-5.076,118.0,1,0
Anarchy In The U.K. - Remastered,Megadeth,1988,181.1,41,0.96,0.454,0.585,8.94e-05,0.00953,0.403,0.0432,-4.426,80.3,1,0
Heaven Tonight,Yngwie Malmsteen,1988,246.1,40,0.888,0.433,0.358,0.358,0.0,0.313,0.102,-9.37,126.9,0,0
Prison Bound,Social Distortion,1988,324.9,40,0.959,0.375,0.383,0.000781,2.12e-06,0.13,0.0585,-6.278,128.9,1,0
Your Master is calling,Pink Turns Blue,1988,463.5,40,0.733,0.491,0.791,0.0245,0.409,0.092,0.0303,-11.004,152.1,0,0
Sweet Return,Hilary Stagg,1988,260.4,40,0.129,0.261,0.051,0.815,0.914,0.1,0.0308,-19.887,94.6,1,0
"The Rain, The Park & Other Things - Single Version",The Cowsills,1988,183.1,40,0.712,0.373,0.612,0.704,0.00602,0.457,0.0564,-9.261,131.7,1,0
Saturday Night Special,Conway Twitty,1988,199.8,39,0.42,0.704,0.593,0.313,0.0,0.0841,0.0386,-14.21,102.9,0,0
Walking On The Edge,Scorpions,1988,308.7,38,0.512,0.507,0.266,0.154,0.000359,0.306,0.0373,-15.983,88.0,1,0
Mary Jane - Remastered,Megadeth,1988,264.9,38,0.963,0.424,0.605,5.12e-05,0.0603,0.394,0.0833,-4.647,113.1,1,0
I Feel Pretty,Julie Andrews,1988,115.7,37,0.328,0.563,0.599,0.819,0.0,0.12,0.0382,-13.852,103.3,1,0
"Piano Sonata No. 30 in E Major, Op. 109: Vivace, ma non troppo - Adagio espressivo - Prestissimo","Ludwig van Beethoven, Jenő Jandó",1988,361.2,37,0.0632,0.237,0.0739,0.988,0.866,0.107,0.0399,-23.899,72.2,1,0
A Lost Child,Azumi Inoue,1988,228.4,37,0.274,0.595,0.275,0.864,2.6e-05,0.295,0.0266,-12.243,102.2,1,0
Kissin' Dynamite,AC/DC,1988,238.4,36,0.843,0.468,0.298,0.00136,0.0334,0.0696,0.0409,-5.982,122.3,0,0
Shake,Ike & Tina Turner,1988,170.7,36,0.81,0.726,0.868,0.0473,0.155,0.4,0.0653,-12.663,153.5,1,0
Chains,Patty Loveless,1988,149.4,36,0.544,0.733,0.961,0.145,0.0,0.0685,0.0297,-11.864,116.8,1,0
Teenage Lobotomy,Ramones,1988,121.5,35,0.59,0.515,0.98,0.000625,0.00119,0.109,0.0308,-11.715,184.5,1,0
Kindan no Telepathy,Shizuka Kudo,1988,227.2,35,0.737,0.705,0.758,0.0512,2.61e-06,0.226,0.0523,-9.356,133.3,1,0
Hate to Lose Your Lovin',Little Feat,1988,262.7,34,0.82,0.569,0.962,0.176,0.0012,0.0521,0.0362,-7.382,174.1,1,0
Give the Drummer Some,Ultramagnetic MC's,1988,223.0,33,0.942,0.908,0.668,0.0736,1.05e-06,0.18,0.247,-1.835,108.5,0,0
I'mma Break It Down,"Eazy-E, MC Ren",1988,207.5,33,0.927,0.961,0.659,0.111,0.0,0.0771,0.227,-4.37,115.7,0,1
Delirium of Disorder,Bad Religion,1988,99.4,33,0.986,0.273,0.573,0.000859,0.0,0.0898,0.102,-3.731,161.9,0,0
Little Liar,Joan Jett & The Blackhearts,1988,239.6,32,0.594,0.347,0.187,0.374,0.0,0.145,0.0324,-11.716,96.3,1,0
Graveyard,Dead Moon,1988,153.0,31,0.956,0.358,0.251,0.00111,8.53e-06,0.25,0.0826,-5.782,150.2,0,0
"Rocket In My Pocket - Live at the Rainbow Theatre, London, UK, 8/2/1977",Little Feat,1988,237.9,30,0.772,0.331,0.736,0.0793,0.00324,0.942,0.161,-8.789,167.1,1,0
Cantar Salmos a Tu Nombre,Marino,1988,268.5,29,0.501,0.849,0.971,0.504,2.95e-06,0.0371,0.0759,-14.759,89.9,1,0
"Tripe Face Boogie - Live at the Rainbow Theatre, London, UK, 8/3/1977",Little Feat,1988,429.5,29,0.849,0.296,0.509,0.0205,0.0593,0.759,0.0991,-7.68,169.4,1,0
The Thing That Should Not Be (Live - Seattle '89),Metallica,1988,428.3,29,0.986,0.304,0.138,1.9e-05,0.225,0.987,0.103,-5.824,116.3,1,1
El Quihubole,Beatriz Adriana,1988,160.5,29,0.282,0.811,0.952,0.901,0.0,0.0485,0.0509,-9.693,120.5,1,0
I'm Still #1,Boogie Down Productions,1988,312.3,29,0.683,0.903,0.571,0.00171,6.54e-06,0.0723,0.343,-12.224,91.0,1,0
For the Good of Them,"Rev. Milton Brunson, The Thompson Community Singers",1988,403.7,29,0.402,0.234,0.227,0.764,2.11e-06,0.751,0.0407,-14.535,79.8,1,0
Honky Tonk Heart,Keith Whitley,1988,188.1,28,0.549,0.709,0.871,0.0581,1.08e-05,0.0685,0.033,-14.019,134.1,1,0
Flashback,Ministry,1988,288.9,27,0.997,0.716,0.0597,0.06,0.000266,0.867,0.0621,-10.89,120.4,0,1
The Needle Lies - Remastered 2003,Queensrÿche,1988,189.0,27,0.988,0.537,0.257,0.0551,0.000406,0.199,0.121,-2.758,118.0,1,0
Even When I'm Blue,Steve Earle,1988,254.3,27,0.609,0.57,0.821,0.00225,0.00038,0.0887,0.0282,-14.719,111.9,1,0
My Love,"Julio Iglesias, Stevie Wonder",1988,340.8,26,0.405,0.491,0.287,0.336,1.5e-06,0.0331,0.0299,-12.947,128.4,1,0
Indian Girl (An Adult Story),Slick Rick,1988,197.8,25,0.471,0.753,0.79,0.281,0.0,0.122,0.378,-15.183,103.5,1,1
Carmina Burana / Fortuna Imperatrix Mundi: 1. O Fortuna,"Carl Orff, Orchester der Deutschen Oper Berlin, Eugen Jochum, Chor der Deutschen Oper Berlin",1988,156.8,24,0.169,0.454,0.271,0.901,0.565,0.178,0.0339,-16.144,69.5,1,0
La Chica de Humo,Emmanuel,1989,331.4,62,0.603,0.596,0.711,0.443,1.61e-05,0.0776,0.0826,-11.83,203.8,0,0
Personal Jesus - Original Single Version,"Depeche Mode, Francois Kevorkian",1989,224.9,60,0.682,0.637,0.714,0.0112,0.0234,0.0473,0.0366,-11.625,130.0,1,0
Georgy Girl,The Seekers,1989,140.4,56,0.496,0.515,0.651,0.265,0.0,0.182,0.0324,-7.446,153.6,1,0
Cutie Pie,One Way,1989,328.9,54,0.541,0.868,0.96,0.105,3.84e-05,0.046,0.053,-10.051,102.5,1,0
He Thinks He'll Keep Her,Mary Chapin Carpenter,1989,243.1,51,0.743,0.601,0.849,0.619,3.74e-06,0.0999,0.0292,-5.847,145.6,1,0
The Healer,"John Lee Hooker, Carlos Santana, The Santana Band",1989,340.3,48,0.49,0.576,0.683,0.381,0.0153,0.0806,0.0434,-14.862,107.9,1,0
Palabra De Honor,Luis Miguel,1989,219.0,46,0.663,0.486,0.332,0.443,0.0,0.0984,0.0346,-6.28,79.9,1,0
I'll Be Your Shelter,Taylor Dayne,1989,283.0,46,0.912,0.692,0.886,0.151,0.000217,0.132,0.0353,-5.26,107.4,1,0
Don't Rock the Jukebox,Alan Jackson,1989,170.9,45,0.686,0.667,0.74,0.0348,0.000124,0.348,0.027,-8.595,147.5,1,0
Round & Round - 2015 Remaster,New Order,1989,271.9,43,0.93,0.693,0.685,0.0176,0.327,0.304,0.0442,-5.884,128.9,1,0
Sleeping My Day Away,D-A-D,1989,263.8,43,0.763,0.448,0.672,0.00846,2.21e-05,0.0607,0.0447,-11.366,145.9,1,0
No Myth,Michael Penn,1989,250.8,43,0.795,0.633,0.833,0.054,8.83e-05,0.34,0.0319,-7.617,103.5,1,0
Sifting,Nirvana,1989,322.5,40,0.746,0.422,0.564,8.76e-05,0.0106,0.106,0.0379,-7.563,115.5,1,0
Arrepentida,Marisela,1989,242.0,40,0.271,0.741,0.762,0.655,3.39e-05,0.0985,0.0289,-16.989,104.4,1,0
My Hooptie,Sir Mix-A-Lot,1989,286.0,40,0.629,0.824,0.661,0.0829,5.86e-06,0.0433,0.432,-12.128,184.0,1,0
Swords And Knives,Tears For Fears,1989,372.6,40,0.697,0.478,0.194,0.235,0.0183,0.0932,0.0306,-7.39,99.8,0,0
Scared,Dangerous Toys,1989,244.3,39,0.941,0.509,0.641,0.00911,0.0168,0.0924,0.0653,-4.458,145.6,1,0
Alright,Janet Jackson,1989,386.5,39,0.893,0.667,0.963,0.1,0.592,0.55,0.0364,-7.083,111.7,1,0
Topaz,The B-52's,1989,261.4,38,0.739,0.657,0.785,0.0041,0.000212,0.257,0.03,-10.096,120.8,0,0
Hang in Long Enough - 2016 Remaster,Phil Collins,1989,285.0,38,0.82,0.764,0.56,0.321,0.0219,0.917,0.0349,-5.153,120.0,0,0
Vete Mejor,Marisela,1989,214.1,37,0.275,0.647,0.664,0.714,1.89e-05,0.084,0.0389,-17.683,144.4,1,0
Here I Am,Skid Row,1989,189.8,37,0.829,0.495,0.599,0.0143,0.0119,0.328,0.0594,-10.816,118.4,1,0
All the Way - 2015 Remaster,New Order,1989,204.5,37,0.95,0.465,0.829,0.0662,0.00686,0.296,0.0569,-7.342,74.8,1,0
Dame más de ti,Miguel Cassina,1989,315.2,36,0.401,0.478,0.158,0.813,6.95e-06,0.0907,0.0276,-9.131,66.0,1,0
More Than Wonderful,"Sandi Patty, Larnelle Harris",1989,366.8,36,0.452,0.259,0.222,0.824,0.0,0.969,0.111,-12.677,138.7,1,0
Downer,Nirvana,1989,103.7,36,0.93,0.303,0.466,0.000452,0.542,0.183,0.11,-6.097,101.7,0,0
Over My Head,King's X,1989,287.9,35,0.788,0.595,0.784,0.0208,6.87e-05,0.631,0.0601,-7.167,132.4,0,0
Osono's Request,Joe Hisaishi,1989,181.7,35,0.228,0.107,0.0789,0.804,0.0365,0.151,0.0377,-15.014,85.5,1,0
Let's Call the Whole Thing Off,"Harry Connick, Jr.",1989,251.6,35,0.139,0.714,0.354,0.549,4.54e-06,0.0984,0.0705,-17.683,127.3,1,0
Sunday In The South,Shenandoah,1989,243.6,35,0.412,0.59,0.357,0.716,0.0,0.06,0.0259,-10.903,90.8,1,0
Blood And Fire,Indigo Girls,1989,276.8,35,0.246,0.479,0.206,0.733,0.0,0.124,0.0337,-10.412,106.1,1,0
Prayers for Rain - 2010 Remaster,The Cure,1989,368.3,34,0.683,0.563,0.108,0.00472,0.0851,0.0839,0.027,-7.662,117.0,1,0
Tupelo Honey,"Wayne Toups, Zydecajun",1989,316.0,34,0.47,0.683,0.347,0.351,0.0,0.226,0.0312,-8.653,122.0,1,0
Man of Mystery,The Shadows,1989,121.9,34,0.751,0.499,0.962,0.0547,0.809,0.0553,0.0309,-7.586,142.5,1,0
Armageddon Days (Are Here Again) - Remastered,The The,1989,340.4,34,0.965,0.649,0.738,0.0202,0.00142,0.112,0.0743,-2.973,100.0,0,0
Joy & Pain,"Maze, Frankie Beverly",1989,435.6,34,0.32,0.699,0.742,0.823,0.0166,0.278,0.0492,-17.452,105.5,1,0
Me Dejo,Frankie Ruiz,1989,290.5,34,0.906,0.514,0.945,0.588,0.0,0.53,0.0415,-3.258,106.2,1,0
What Good Am I?,Bob Dylan,1989,285.1,33,0.129,0.573,0.102,0.599,0.008,0.297,0.0418,-15.326,77.4,1,0
Standing On Shaky Ground,Delbert McClinton,1989,244.0,32,0.786,0.628,0.723,0.105,0.00037,0.935,0.0333,-14.232,97.4,1,0
Droppin' Em,LL Cool J,1989,262.8,32,0.725,0.876,0.538,0.0486,0.0,0.0801,0.275,-10.932,96.2,0,0
Song of the South,Alabama,1989,191.1,32,0.592,0.489,0.634,0.189,0.0,0.315,0.0325,-9.409,164.6,1,0
Wear You To The Ball,UB40,1989,211.2,32,0.526,0.713,0.904,0.0802,0.0986,0.142,0.114,-13.834,193.5,1,0
The Arms of Orion,Prince,1989,303.0,32,0.316,0.604,0.391,0.56,1.18e-05,0.0905,0.0302,-14.674,129.7,1,0
Every Little Step - Remix,Bobby Brown,1989,281.5,32,0.758,0.676,0.679,0.000218,0.000754,0.0291,0.069,-10.397,102.7,1,0
I Take My Chances,Mary Chapin Carpenter,1989,225.4,31,0.736,0.639,0.652,0.419,0.00011,0.0878,0.0383,-6.651,134.5,1,0
State of Grace,Billy Joel,1989,268.4,31,0.858,0.622,0.653,0.243,0.00113,0.252,0.0259,-5.742,106.9,1,0
Hope I Never Lose My Wallet,The Mighty Mighty Bosstones,1989,126.9,31,0.844,0.5,0.807,0.000689,0.00125,0.122,0.0507,-10.021,95.0,1,0
You Say I'm Scum,D.R.I.,1989,115.0,30,0.754,0.501,0.13,0.000648,0.000768,0.113,0.104,-13.828,107.6,0,0
It's Just A Matter Of Time,Brook Benton,1989,149.5,30,0.268,0.444,0.411,0.672,4.07e-06,0.125,0.0302,-14.307,98.2,1,0
"Gotta Serve Somebody - Live at Anaheim Stadium, Anaheim, CA - July 1987","Bob Dylan, Grateful Dead",1989,350.6,30,0.554,0.622,0.524,0.0811,4.29e-06,0.959,0.0495,-14.053,98.4,1,0
Some Like It Hot,John Cafferty & the Beaver Brown Band,1989,254.8,29,0.935,0.486,0.584,0.138,8.83e-05,0.202,0.0601,-5.283,152.8,1,0
I Wonder Do You Think of Me,Keith Whitley,1989,196.2,29,0.184,0.705,0.0905,0.764,0.0436,0.11,0.0305,-16.695,81.1,1,0
Cats and Dogs,Gorilla Biscuits,1989,95.7,28,0.967,0.394,0.398,8.16e-05,0.0,0.084,0.0811,-4.898,106.9,0,1
"The Nutcracker, Op. 71: No. 12, Divertissement: Trepak - Russian Dance","Pyotr Ilyich Tchaikovsky, Orchestra of the Royal Opera House, Covent Garden, Mark Ermler",1989,65.1,28,0.437,0.329,0.869,0.589,0.0188,0.153,0.0369,-12.598,82.3,1,0
Sleazy Come Easy Go,L.A. Guns,1989,245.3,28,0.595,0.542,0.545,0.0327,0.0,0.0657,0.0278,-13.166,129.0,1,0
While I'm Alone,"Maze, Frankie Beverly",1989,280.1,27,0.579,0.639,0.929,0.354,1.49e-06,0.0732,0.0512,-13.34,155.6,0,0
Again,Doris Day,1989,165.0,27,0.0223,0.341,0.148,0.989,0.000306,0.107,0.0342,-23.744,83.5,1,0
Wishing Well,Bob Mould,1989,313.1,26,0.73,0.329,0.679,0.0278,6.5e-06,0.0475,0.0346,-10.168,184.1,0,0
"Swan Lake, Op. 20: No. 2 Valse","Pyotr Ilyich Tchaikovsky, Orchestra of the Royal Opera House, Covent Garden, Mark Ermler",1989,479.7,25,0.0939,0.194,0.0705,0.925,0.89,0.0703,0.0373,-14.367,95.7,1,0
The Hukilau Song,Alfred Apaka,1989,131.2,24,0.245,0.75,0.81,0.919,0.0143,0.123,0.0455,-13.575,136.7,1,0
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,1990,335.2,65,0.618,0.55,0.429,0.0564,2.62e-05,0.0937,0.0307,-9.822,78.6,1,0
Maluco beleza,Raul Seixas,1990,204.7,57,0.511,0.242,0.551,0.411,0.0,0.58,0.0666,-12.0,181.6,1,0
I Am What I Am,Gloria Gaynor,1990,207.1,55,0.619,0.644,0.679,0.0663,0.000494,0.107,0.0376,-14.015,119.6,0,0
Wendolyne,La Rondalla De Saltillo,1990,146.8,52,0.0857,0.584,0.475,0.942,0.0,0.144,0.0441,-23.725,93.5,1,0
Sad Songs (Say So Much),Elton John,1990,249.2,52,0.911,0.745,0.931,0.148,0.000539,0.375,0.0285,-6.259,107.2,1,0
Ice Dance,Danny Elfman,1990,105.0,52,0.105,0.259,0.0396,0.993,0.944,0.127,0.0329,-22.512,87.0,1,0
Enjoy the Silence - 2006 Remaster,Depeche Mode,1990,372.8,52,0.589,0.381,0.225,0.347,0.0152,0.127,0.032,-11.967,113.0,0,0
特別的愛給特別的你,SKY WU,1990,299.0,47,0.47,0.714,0.468,0.624,0.000176,0.132,0.0254,-12.044,102.0,0,0
She Ain't Pretty,The Northern Pikes,1990,163.8,46,0.787,0.623,0.769,0.112,0.0,0.139,0.0356,-8.519,133.9,0,0
Más,Luis Miguel,1990,191.8,45,0.575,0.519,0.346,0.482,1.18e-06,0.112,0.028,-7.421,75.9,1,0
De Noche Todos los Gatos Son Pardos,Caifanes,1990,259.4,45,0.618,0.375,0.152,0.193,0.00109,0.317,0.0455,-11.751,192.4,1,0
No Puedo Más,Calo,1990,371.1,45,0.452,0.816,0.648,0.05,0.00121,0.113,0.0507,-17.43,123.5,0,0
Written All over Your Face,Rude Boys with Gerald Levert,1990,381.0,44,0.528,0.806,0.802,0.431,0.0,0.264,0.0633,-12.126,133.9,1,0
Aprendiste a Volar,Vicente Fernández,1990,163.3,43,0.418,0.396,0.469,0.645,0.0,0.257,0.0403,-7.526,156.9,1,0
One In A Million,Trixter,1990,305.7,42,0.71,0.59,0.783,0.0218,0.203,0.0724,0.0358,-11.765,119.9,1,0
"Vocalise, Op. 34, No. 14 - Version For Cello And Piano","Sergei Rachmaninoff, Mischa Maisky, Pavel Gililov",1990,424.7,42,0.0896,0.159,0.0538,0.995,0.92,0.058,0.0446,-21.128,88.9,0,0
Message in Blood,Pantera,1990,309.5,42,0.831,0.446,0.55,0.000178,0.105,0.403,0.0521,-12.176,84.0,1,1
Detenedla Ya,Emmanuel,1990,226.7,42,0.46,0.689,0.377,0.202,2.16e-05,0.186,0.0351,-13.515,126.9,0,0
Ya Te Vele,Los Tigres Del Norte,1990,177.1,41,0.618,0.771,0.968,0.59,0.0,0.0957,0.0471,-8.193,117.5,0,0
相逢何必曾相識,"蔣志光, 韋綺珊, 王利名",1990,266.0,40,0.354,0.588,0.398,0.758,5.71e-06,0.144,0.027,-14.259,131.8,0,0
Cherish,Madonna,1990,232.6,40,0.783,0.678,0.802,0.328,0.000133,0.047,0.0478,-8.288,132.0,1,0
"Lo Pasado, Pasado",José José,1990,248.5,39,0.386,0.228,0.193,0.839,8.57e-05,0.541,0.0323,-12.302,155.3,1,0
Blue Dress - 2006 Remaster,Depeche Mode,1990,338.4,39,0.785,0.422,0.386,0.0914,0.819,0.159,0.106,-12.176,187.6,0,0
Who Were You Thinkin' Of,Texas Tornados,1990,148.7,38,0.804,0.722,0.976,0.159,0.0,0.204,0.0387,-6.099,131.4,1,0
