"type","title","rating","duration","listed_in","country","date_added","release_year"
"TV Show","Jimmy: The True Story of a True Idiot","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Japan","July 20, 2018",2018
"TV Show","Luna Petunia: Return to Amazia","TV-Y","2 Seasons","Kids' TV","Canada, United States","July 20, 2018",2018
"TV Show","Camarón Revolution","TV-14","1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows",NA,"July 18, 2018",2018
"TV Show","The Joel McHale Show with Joel McHale","TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","United States","July 15, 2018",2018
"TV Show","Meteor Garden","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","China","July 14, 2018",2018
"TV Show","Mossad 101","TV-MA","2 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","Israel","July 11, 2018",2017
"TV Show","Baby Ballroom","TV-MA","2 Seasons","British TV Shows, International TV Shows, Reality TV","United Kingdom","July 10, 2018",2018
"TV Show","Drug Lords","TV-MA","2 Seasons","Crime TV Shows, Docuseries","United States","July 10, 2018",2018
"TV Show","Mr. Sunshine","TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","July 8, 2018",2018
"TV Show","First Team: Juventus","TV-PG","2 Seasons","Docuseries, International TV Shows","United States","July 6, 2018",2018
"TV Show","NCIS","TV-14","15 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","United States","July 1, 2018",2017
"TV Show","Somewhere Between","TV-14","1 Season","Crime TV Shows, TV Dramas, TV Mysteries","United States","June 30, 2018",2017
"TV Show","Churchill’s Secret Agents: The New Recruits","TV-MA","1 Season","British TV Shows, International TV Shows, Reality TV","United Kingdom","June 29, 2018",2018
"TV Show","Kiss Me First","TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom, United States","June 29, 2018",2018
"TV Show","Hotel Transylvania","TV-Y7","1 Season","Kids' TV, TV Comedies","United States, Canada","June 26, 2018",2017
"TV Show","Borges","TV-MA","1 Season","International TV Shows, TV Comedies","Brazil","June 25, 2018",2018
"TV Show","Life Sentence","TV-14","1 Season","TV Dramas","United States","June 23, 2018",2018
"TV Show","Marvel's Luke Cage","TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas","United States","June 22, 2018",2018
"TV Show","Club de Cuervos Presents: The Ballad of Hugo Sánchez","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Comedies","United States","June 18, 2018",2018
"TV Show","True: Magical Friends","TV-Y","1 Season","Kids' TV",NA,"June 15, 2018",2018
"TV Show","True: Wonderful Wishes","TV-Y","1 Season","Kids' TV",NA,"June 15, 2018",2018
"TV Show","The Staircase","TV-MA","1 Season","Crime TV Shows, Docuseries, TV Mysteries","France","June 8, 2018",2018
"TV Show","The Night Shift","TV-14","4 Seasons","TV Dramas","United States","June 7, 2018",2017
"TV Show","Dinosaur King","TV-Y7","2 Seasons","Anime Series, Kids' TV","Japan","June 2, 2018",2008
"TV Show","November 13: Attack on Paris","TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","France","June 1, 2018",2018
"TV Show","Unbreakable Kimmy Schmidt","TV-14","4 Seasons","TV Comedies","United States","May 30, 2018",2019
"TV Show","Arrested Development","TV-MA","5 Seasons","TV Comedies","United States","May 29, 2018",2019
"TV Show","The Break with Michelle Wolf","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","May 27, 2018",2018
"TV Show","Something in the Rain","TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","May 26, 2018",2018
"TV Show","Trollhunters","TV-Y7","3 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","United States, Mexico","May 25, 2018",2018
"TV Show","Mob Psycho 100","TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Comedies","Japan","May 22, 2018",2018
"TV Show","Dance & Sing with True","TV-Y","1 Season","Kids' TV",NA,"May 18, 2018",2018
"TV Show","Inspector Gadget","TV-Y7","4 Seasons","Crime TV Shows, Kids' TV, TV Comedies","Canada, United States, France","May 18, 2018",2017
"TV Show","Saint Seiya: The Lost Canvas","TV-MA","1 Season","Anime Series, International TV Shows","Japan","May 15, 2018",2009
"TV Show","Bill Nye Saves the World","TV-14","3 Seasons","Stand-Up Comedy & Talk Shows","United States","May 11, 2018",2018
"TV Show","Evil Genius","TV-MA","1 Season","Crime TV Shows, Docuseries, TV Mysteries","United States","May 11, 2018",2018
"TV Show","The Who Was? Show","TV-PG","1 Season","Kids' TV, TV Comedies","United States","May 11, 2018",2018
"TV Show","A Little Help with Carol Burnett","TV-G","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","May 4, 2018",2018
"TV Show","Kong: King of the Apes","TV-Y7","2 Seasons","Kids' TV","United States, Japan, Canada","May 4, 2018",2018
"TV Show","Simon","TV-Y","1 Season","Kids' TV","France","May 1, 2018",2016
"TV Show","Spiritual House","TV-PG","1 Season","International TV Shows, Stand-Up Comedy & Talk Shows",NA,"May 1, 2018",2017
"TV Show","Black Crows","TV-14","1 Season","International TV Shows, TV Dramas","Saudi Arabia, Syria, Egypt, Lebanon, Kuwait","April 30, 2018",2017
"TV Show","Bobby Kennedy for President","TV-MA","1 Season","Docuseries",NA,"April 27, 2018",2018
"TV Show","Goodnight DJ 1","TV-14","2 Seasons","International TV Shows, TV Dramas, TV Horror",NA,"April 27, 2018",2016
"TV Show","Moving On","TV-PG","1 Season","International TV Shows, TV Dramas",NA,"April 27, 2018",2016
"TV Show","Trio and a Bed","TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"April 27, 2018",2016
"TV Show","海的儿子","TV-14","1 Season","International TV Shows, TV Dramas",NA,"April 27, 2018",2016
"TV Show","Charité","TV-MA","1 Season","International TV Shows, TV Dramas","Germany","April 19, 2018",2017
"TV Show","The Chalet","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","France","April 17, 2018",2018
"TV Show","The Honeymoon Stand Up Special","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","April 17, 2018",2018
"TV Show","The Magic School Bus Rides Again","TV-Y","2 Seasons","Kids' TV","United States","April 13, 2018",2018
"TV Show","AMO","TV-MA","1 Season","International TV Shows, TV Dramas","Philippines","April 9, 2018",2017
"TV Show","Troy","TV-MA","1 Season","British TV Shows, International TV Shows, Romantic TV Shows","United Kingdom, South Africa, Australia, United States","April 6, 2018",2018
"TV Show","Wakfu","TV-PG","3 Seasons","Kids' TV","France","April 6, 2018",2017
"TV Show","Star Trek: The Next Generation","TV-PG","7 Seasons","TV Action & Adventure, TV Sci-Fi & Fantasy","United States","April 2, 2018",1993
"TV Show","Fallet","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Comedies","Sweden","April 1, 2018",2017
"TV Show","Loaded","TV-MA","1 Season","British TV Shows, International TV Shows, TV Comedies","United Kingdom","April 1, 2018",2017
"TV Show","Doctor Foster","TV-MA","2 Seasons","British TV Shows, International TV Shows, Romantic TV Shows","United Kingdom","March 31, 2018",2017
"TV Show","Rapture","TV-MA","1 Season","Docuseries","United States","March 30, 2018",2018
"TV Show","Trailer Park Boys","TV-MA","12 Seasons","Classic & Cult TV, Crime TV Shows, International TV Shows","Canada","March 30, 2018",2018
"TV Show","Trump: An American Dream","TV-14","1 Season","Docuseries","United Kingdom","March 30, 2018",2018
"TV Show","James Acaster: Repertoire","TV-14","1 Season","British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","United Kingdom","March 27, 2018",2018
"TV Show","Requiem","TV-MA","1 Season","British TV Shows, International TV Shows, TV Dramas","United Kingdom","March 23, 2018",2018
"TV Show","The Standups","TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","United States","March 20, 2018",2018
"TV Show","Edha","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","Argentina","March 16, 2018",2018
"TV Show","Wild Wild Country","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","March 16, 2018",2018
"TV Show","Secret of the Nile","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Egypt","March 15, 2018",2016
"TV Show","Tabula Rasa","TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","Belgium","March 15, 2018",2017
"TV Show","Children of the Whales","TV-14","1 Season","Anime Series, International TV Shows","Japan","March 13, 2018",2017
"TV Show","A.I.C.O.","TV-14","1 Season","Anime Series, International TV Shows","Japan","March 9, 2018",2018
"TV Show","Collateral","TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom, United States","March 9, 2018",2018
"TV Show","Bad Guys: Vile City","TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","South Korea","March 8, 2018",2018
"TV Show","Borderliner","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Norway, Germany, Sweden","March 6, 2018",2017
"TV Show","Flint Town","TV-MA","1 Season","Docuseries, Science & Nature TV","United States","March 2, 2018",2018
"TV Show","21 Thunder","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Canada","March 1, 2018",2017
"TV Show","Best Lover","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","South Korea, China","February 23, 2018",2016
"TV Show","Marseille","TV-MA","2 Seasons","International TV Shows, TV Dramas, TV Thrillers","France","February 23, 2018",2018
"TV Show","Seven Seconds","TV-MA","1 Season","Crime TV Shows, TV Dramas","United States","February 23, 2018",2018
"TV Show","Hitler's Circle of Evil","TV-14","1 Season","British TV Shows, Docuseries, International TV Shows","United Kingdom","February 22, 2018",2017
"TV Show","The Frankenstein Chronicles","TV-MA","2 Seasons","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom","February 20, 2018",2017
"TV Show","Dragons: Race to the Edge","TV-Y7","6 Seasons","Kids' TV, TV Action & Adventure","United States","February 16, 2018",2018
"TV Show","Everything Sucks!","TV-14","1 Season","TV Comedies, TV Dramas, Teen TV Shows","United States","February 16, 2018",2018
"TV Show","Re:Mind","TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","Japan","February 15, 2018",2017
"TV Show","Valor","TV-14","1 Season","TV Action & Adventure, TV Dramas","United States","February 6, 2018",2017
"TV Show","Coach Snoop","TV-MA","1 Season","Docuseries, Reality TV","United States","February 2, 2018",2018
"TV Show","Under Arrest","TV-MA","8 Seasons","Crime TV Shows, Docuseries, International TV Shows","United States","February 1, 2018",2016
"TV Show","Retribution","TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom","January 30, 2018",2016
"TV Show","The Adventures of Puss in Boots","TV-Y7","6 Seasons","Kids' TV, TV Comedies","United States","January 26, 2018",2018
"TV Show","Prison Playbook","TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Comedies","South Korea","January 24, 2018",2017
"TV Show","The Shannara Chronicles","TV-MA","2 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States, New Zealand","January 22, 2018",2018
"TV Show","Love and Hong Kong","TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Japan","January 20, 2018",2017
"TV Show","Tiempos de guerra","TV-MA","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Spain","January 18, 2018",2017
"TV Show","Godzilla","TV-14","1 Season","TV Shows","Japan","January 17, 2018",2017
"TV Show","Disjointed","TV-MA","2 Seasons","TV Comedies","United States","January 12, 2018",2018
"TV Show","Tundukkan Playboy Itu","TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"January 8, 2018",2016
"TV Show","Episodes","TV-MA","5 Seasons","Classic & Cult TV, TV Comedies","United Kingdom, United States","January 6, 2018",2017
"TV Show","Devilman Crybaby","TV-MA","1 Season","Anime Series, International TV Shows, TV Horror","Japan","January 5, 2018",2018
"TV Show","Fullmetal Alchemist","TV-14","1 Season","Anime Series, International TV Shows","Japan","January 1, 2018",2003
"TV Show","Fullmetal Alchemist: Brotherhood","TV-14","5 Seasons","Anime Series, International TV Shows","Japan","January 1, 2018",2010
"TV Show","Lovesick","TV-MA","3 Seasons","British TV Shows, International TV Shows, Romantic TV Shows","United Kingdom","January 1, 2018",2018
"TV Show","Pokémon: Indigo League","TV-Y7","1 Season","Anime Series, Kids' TV","Japan","January 1, 2018",2000
"TV Show","The Frozen Dead","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","France","January 1, 2018",2017
"TV Show","Dave Chappelle: Equanimity & The Bird Revelation","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","December 31, 2017",2017
"TV Show","La Mante","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","France","December 29, 2017",2017
"TV Show","Wadi","TV-14","1 Season","International TV Shows, TV Dramas",NA,"December 29, 2017",2015
"TV Show","Part-Time Idol","TV-14","1 Season","International TV Shows, Korean TV Shows, TV Comedies",NA,"December 25, 2017",2017
"TV Show","Myths & Monsters","TV-PG","1 Season","British TV Shows, Docuseries","United Kingdom","December 23, 2017",2017
"TV Show","72 Dangerous Animals: Latin America","TV-14","1 Season","Docuseries, International TV Shows, Science & Nature TV","Australia, United States","December 22, 2017",2017
"TV Show","The Indian Detective","TV-14","1 Season","Crime TV Shows, International TV Shows, TV Comedies","Canada, Germany, South Africa","December 19, 2017",2017
"TV Show","Hello, My Twenties!","TV-MA","2 Seasons","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","December 18, 2017",2017
"TV Show","Cheuk Wan-Chi: Two Night Stand","TV-MA","1 Season","International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",NA,"December 15, 2017",2015
"TV Show","Wormwood","TV-14","1 Season","Crime TV Shows, Docuseries","United States","December 15, 2017",2017
"TV Show","Halt and Catch Fire","TV-14","4 Seasons","TV Dramas","United States","December 14, 2017",2017
"TV Show","Dawai Asmara","TV-14","1 Season","International TV Shows, TV Dramas",NA,"December 11, 2017",2016
"TV Show","All Hail King Julien","TV-Y7","5 Seasons","Kids' TV, TV Comedies","United States","December 1, 2017",2017
"TV Show","Dhia Sofea","TV-14","1 Season","International TV Shows, TV Dramas","Malaysia","December 1, 2017",2015
"TV Show","Kantaro: The Sweet Tooth Salaryman","TV-PG","1 Season","International TV Shows, TV Comedies","Japan","December 1, 2017",2017
"TV Show","Oggy and the Cockroaches","TV-Y7","1 Season","Kids' TV, TV Comedies","France","December 1, 2017",2017
"TV Show","Padamu Aku Bersujud","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"December 1, 2017",2015
"TV Show","TURN: Washington's Spies","TV-14","4 Seasons","TV Dramas","United States","December 1, 2017",2017
"TV Show","Man Down","TV-MA","4 Seasons","British TV Shows, International TV Shows, TV Comedies","United Kingdom","November 30, 2017",2017
"TV Show","Broadchurch","TV-MA","3 Seasons","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom","November 27, 2017",2017
"TV Show","The Many Faces of Ito","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Japan","November 24, 2017",2017
"TV Show","Trailer Park Boys: Out of the Park: USA","TV-MA","1 Season","International TV Shows, TV Comedies",NA,"November 24, 2017",2017
"TV Show","Bright: The Music Videos","TV-MA","1 Season","TV Shows",NA,"November 23, 2017",2017
